Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
སྟོང་པས་དེ་བཞིན་གཤེགས་སྟོང་པ། །ཇི་ལྟ་བུར་,ནི་,ན་,ན་,ནི་,འདོགས་པར་འགྱུར། །སྟོང་ངོ་ཞེས་ཀྱང་མི་བརྗོད་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ན(73509), ར་ན(173); p ནི(44237), ར་ནི(161); ཞོལ་: ན(73509), ར་ན(173); d ན(73509), ར་ན(173); n ནི(44237), ར་ནི(161); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,258
ཡིན། །དེ་ཡང་གྲུབ་པ་ཡོད་མ་ཡིན། །,གང་,འགའ་,འགའ་,གང་,མེད་པར་ནི་གང་གི་ཡང་། །ཉོན་མོངས་པ་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c འགའ(8), །_།འགའ(99); p གང(44), །_།གང(21682); ཞོལ་: འགའ(8), །_།འགའ(99); d འགའ(8), །_།འགའ(99); n གང(44), །_།གང(21682); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,262
སྒྲ་རོ་དང་རེག་པ་དང་། །དྲི་དང་ཆོས་,དང་,དག་,དག་,དང་,རྣམ་དྲུག་ནི། །གཞི་སྟེ་འདོད་ཆགས་ཞེ་སྡང་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c དག(5192), དག་རྣམ(599), ཆོས་དག(219); p དང(18517), དང་རྣམ(2033), ཆོས་དང(49); ཞོལ་: དག(5192), དག་རྣམ(599), ཆོས་དག(219); d དག(5192), དག་རྣམ(599), ཆོས་དག(219); n དང(18517), དང་རྣམ(2033), ཆོས་དང(49); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,263
། །དེ་ལ་ཐམས་ཅད་རུང་རུང་མི་འགྱུར། །ཁྱོད་,ཉིད་,ནི་,ནི་,ཉིད་,རང་གི་སྐྱོན་རྣམས་ནི། །ང་ལ་ཡོངས་སུ་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ནི(44237), ནི་རང(2307), ཁྱོད་ནི(1954); p ཉིད(4415), ཉིད་རང(374), ཁྱོད་ཉིད(417); ཞོལ་: ནི(44237), ནི་རང(2307), ཁྱོད་ནི(1954); d ནི(44237), ནི་རང(2307), ཁྱོད་ནི(1954); n ཉིད(4415), ཉིད་རང(374), ཁྱོད་ཉིད(417); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,294
རྟག་སྡུག་བསྔལ་གསུངས་པ་དེ། །རང་བཞིན་ཉིད་,ལས་,ལ་,ལ་,ལས་,ཡོད་མ་ཡིན། །རང་བཞིན་ལས་ནི་ཡོད་ཡིན་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ལ(33965), ལ་ཡོད(1176), ཉིད་ལ(379); p ལས(5885), ཉིད་ལས(2755), ལས་ཡོད(90); ཞོལ་: ལ(33965), ལ་ཡོད(1176), ཉིད་ལ(379); d ལ(33965), ལ་ཡོད(1176), ཉིད་ལ(379); n ལས(5885), ཉིད་ལས(2755), ལས་ཡོད(90); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,299
། །དངོས་མེད་ཇི་ལྟར་རུང་བར་འགྱུར། །གང་,ལས་,ལ་,ལ་,ལས་,མྱ་ངན་འདས་དངོས་མིན། །དེ་ལ་དངོས་མེད་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ལ(33965), གང་ལ(85), ལ་མྱ་ངན(255); p ལས(5885), གང་ལས(600); ཞོལ་: ལ(33965), གང་ལ(85), ལ་མྱ་ངན(255); d ལ(33965), གང་ལ(85), ལ་མྱ་ངན(255); n ལས(5885), གང་ལས(600); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,326
འཇུག་པར་འགྱུར། །རྣམ་པར་ཤེས་པ་ཞུགས་གྱུར་,ནས,ན,ན,ནས,། །མིང་དང་གཟུགས་ནི་ཆགས་པར་འགྱུར། །མིང་,K,g,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ན(73509), ན།_།(11932), གྱུར་ན(3227), གྱུར་ན།_།(974); p ནས(35333), ནས།_།(9174), གྱུར་ནས(3334), གྱུར་ནས།_།(890); ཞོལ་: ན(73509), ན།_།(11932), གྱུར་ན(3227), གྱུར་ན།_།(974); d ན(73509), ན།_།(11932), གྱུར་ན(3227), གྱུར་ན།_།(974); n ནས(35333), ནས།_།(9174), གྱུར་ནས(3334), གྱུར་ནས།_།(890); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,339
ནི་ཡོད་པ་དང་། །མེད་དང་ཡོད་མེད་མི་,འགྲུབ་པ ས,འགྲུབ་པ,འགྲུབ་པ,འགྲུབ་པ ས,། །ཇི་ལྟར་སྒྲུབ་བྱེད་རྒྱུ་ཞེས་བྱ། །དེ་ལྟ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c འགྲུབ་པ(46); p ; ཞོལ་: འགྲུབ་པ(46); d འགྲུབ་པ(46); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,8
ཡོད་པའི་ཆོས་འདི་དམིགས་པ་ནི། །མེད་པ་,ཁོ་ན ར་,ཁོ་ན་,ཁོ་ན་,ཁོ་ན ར་,ཉེ་བར་བསྟན། །ཅི་སྟེ་ཆོས་ནི་དམིགས་མེད་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཁོ་ན(3507); p ཁོ་ནར(1228); ཞོལ་: ཁོ་ན(3507); d ཁོ་ན(3507); n ཁོ་ནར(1228); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,10
བྱ་བ་འདི་ནི་འཐད་མ་ཡིན། །རྐྱེན་རྣམས་,སོ་སོ ར་,སོ་སོ་,སོ་སོ་,སོ་སོ ར་,འདུས་པ་ལ། །འབྲས་བུ་དེ་ནི་མེད་པ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c སོ་སོ(10614), རྣམས་སོ་སོ(54); p སོ་སོར(6579), རྣམས་སོ་སོར(122); ཞོལ་: སོ་སོ(10614), རྣམས་སོ་སོ(54); d སོ་སོ(10614), རྣམས་སོ་སོ(54); n སོ་སོར(6579), རྣམས་སོ་སོར(122); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,11
ཡི་ཕྱིར་ན་སྐྱེ་མི་འགྱུར། །འབྲས་བུ་རྐྱེན་,གྱི་,གྱི་,གྱི་,གྱིས་,རང་བཞིན་ན། །རྐྱེན་རྣམས་བདག་གི་རང་བཞིན་,K,p,,,,,,,,c=p=ཞོལ་=d n 6.97%,c གྱི(3024), རྐྱེན་གྱི(301), གྱི་རང་བཞིན(732); p གྱི(3024), རྐྱེན་གྱི(301), གྱི་རང་བཞིན(732); ཞོལ་: གྱི(3024), རྐྱེན་གྱི(301), གྱི་རང་བཞིན(732); d གྱི(3024), རྐྱེན་གྱི(301), གྱི་རང་བཞིན(732); n གྱིས(7492), རྐྱེན་གྱིས(2471), གྱིས་རང་བཞིན(65); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,13
། །འགྲོ་བ་གཉིས་སུ་ཐལ་འགྱུར་ཏེ། །གང་,གི་,གིས་,གིས་,གི་,འགྲོ་པོར་མངོན་པ་དང་། །འགྲོ་པོར་གྱུར་ནས་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c གིས(2588), གང་གིས(183); p གི(1276), གང་གི(8014); ཞོལ་: གིས(2588), གང་གིས(183); d གིས(2588), གང་གིས(183); n གི(1276), གང་གི(8014); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,20
ཞིག་གང་དུ་འགྲོ་བར་འགྱུར། །འགྲོ་བ་གང་,གིས་,གི་,གི་,གིས་,འགྲོ་པོར་མངོན། །དེ་ལས་གཞན་པ་དེ་འགྲོ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c གི(1276), གང་གི(8014); p གིས(2588), གང་གིས(183); ཞོལ་: གི(1276), གང་གི(8014); d གི(1276), གང་གི(8014); n གིས(2588), གང་གིས(183); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,27
རྣམ་པ་དག་ནི་ཐམས་ཅད་དུ། །གཟུགས་ཉིད་,ཀྱི་,ཀྱིས་,ཀྱིས་,ཀྱི་,ནི་རིམ་པ་མཚུངས། །སྟོང་པ་ཉིད་ཀྱིས་བརྩད་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཀྱིས(6156), ཀྱིས་ནི(2449), ཉིད་ཀྱིས(603), ཉིད་ཀྱིས་ནི(82); p ཀྱི(5256), ཀྱི་ནི(1448), ཉིད་ཀྱི(171), ཉིད་ཀྱི་ནི(118); ཞོལ་: ཀྱིས(6156), ཀྱིས་ནི(2449), ཉིད་ཀྱིས(603), ཉིད་ཀྱིས་ནི(82); d ཀྱིས(6156), ཀྱིས་ནི(2449), ཉིད་ཀྱིས(603), ཉིད་ཀྱིས་ནི(82); n ཀྱི(5256), ཀྱི་ནི(1448), ཉིད་ཀྱི(171), ཉིད་ཀྱི་ནི(118); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,48
། །གང་ཞིག་ལན་འདེབས་སྨྲ་བྱེད་པ། །དེ་,ཡི་,ཡིས་,ཡིས་,ཡི་,ཐམས་ཅད་ལན་བཏབ་མིན། །བསྒྲུབ་པར་བྱ་དང་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); p ཡི(8322), དེ་ཡི(6810); ཞོལ་: ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); d ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); n ཡི(8322), དེ་ཡི(6810); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,50
ལན་བཏབ་མིན། །བསྒྲུབ་པར་བྱ་དང་མཚུངས་པར་,འགྱུར,འགྱུར,འགྱུར,འགྱུར་ རོ,། །སྟོང་པ་ཉིད་ཀྱིས་བཤད་བྱས་ཚེ། །གང་,K,p,,,,,,,,c=p=ཞོལ་=d n 6.97%,c འགྱུར(31151), འགྱུར།_།(18273); p འགྱུར(31151), འགྱུར།_།(18273); ཞོལ་: འགྱུར(31151), འགྱུར།_།(18273); d འགྱུར(31151), འགྱུར།_།(18273); n འགྱུར་རོ(2600), འགྱུར་རོ།_།(48576), མཚུངས་པར་འགྱུར་རོ།_།(42); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,51
། །གང་ཞིག་སྐྱོན་འདོགས་སྨྲ་བྱེད་པ། །དེ་,ཡི་,ཡིས་,ཡིས་,ཡི་,ཐམས་ཅད་སྐྱོན་བཏགས་མིན། །བསྒྲུབ་པར་བྱ་དང་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); p ཡི(8322), དེ་ཡི(6810); ཞོལ་: ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); d ཡིས(7433), དེ་ཡིས(1499), ཡིས་ཐམས་ཅད(54); n ཡི(8322), དེ་ཡི(6810); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,52
ཡོད་པ་ཉིད་དང་མེད་ཉིད་དུ། །ལྟ་བ་,དེ ས་,དེ་,དེ་,དེ ས་,ནི་བལྟ་བྱ་བ། །ཉེ་བར་ཞི་བ་ཞི་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ་ནི(35963), ལྟ་བ་དེ(1212); p དེས(1023), དེས་ནི(2092); ཞོལ་: དེ(1), དེ་ནི(35963), ལྟ་བ་དེ(1212); d དེ(1), དེ་ནི(35963), ལྟ་བ་དེ(1212); n དེས(1023), དེས་ནི(2092); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,56
ཐ་དད་དངོས་པོ་མ་གྲུབ་པས། །ལྷན་ཅིག་,དངོས་པོ ར་,དངོས་པོ་,དངོས་པོ་,དངོས་པོ ར་,འགྲུབ་མི་འགྱུར། །ཐ་དད་དངོས་པོ་གང་ཡོད་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c དངོས་པོ(16196); p དངོས་པོར(552); ཞོལ་: དངོས་པོ(16196); d དངོས་པོ(16196); n དངོས་པོར(552); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,66
འདུས་བྱས་མིན། །སྐྱེ་བའི་སྐྱེ་བས་རྩ་བ་,ཡིས,ཡི,ཡི,ཡིས,། །སྐྱེ་བ་འབའ་ཞིག་སྐྱེད་པར་བྱེད། །རྩ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཡི(8322), ཡི།_།(8252); p ཡིས(7433), ཡིས།_།(7321); ཞོལ་: ཡི(8322), ཡི།_།(8252); d ཡི(8322), ཡི།_།(8252); n ཡིས(7433), ཡིས།_།(7321); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,70
། །དེ་སྐྱེད་པར་ནི་འདོད་ལ་རག །ཇི་ལྟར་,མར་མེ ས་,མར་མེ་,མར་མེ་,མར་མེ ས་,རང་དང་གཞན། །སྣང་བར་བྱེད་པ་དེ་བཞིན་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c མར་མེ(1835); p ; ཞོལ་: མར་མེ(1835); d མར་མེ(1835); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,73
པ་འཐད་པར་མི་འགྱུར་རོ། །གནས་སྐབས་དེ་,ཡི་,ཡིས་,ཡིས་,ཡི་,གནས་སྐབས་ནི། །དེ་ཉིད་འགག་པ་ཉིད་མི་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཡིས(7433), དེ་ཡིས(1499); p ཡི(8322), དེ་ཡི(6810); ཞོལ་: ཡིས(7433), དེ་ཡིས(1499); d ཡིས(7433), དེ་ཡིས(1499); n ཡི(8322), དེ་ཡི(6810); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,87
ནི། །གཅད་དུ་མེད་པ་དེ་བཞིན་ནོ། །,འགག་པ ར་,འགག་པ་,འགག་པ་,འགག་པ ར་,རང་གི་བདག་ཉིད་ཀྱིས། །ཡོད་མིན་འགག་པ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c འགག་པ(2290), །_།འགག་པ(64); p འགག་པར(784); ཞོལ་: འགག་པ(2290), །_།འགག་པ(64); d འགག་པ(2290), །_།འགག་པ(64); n འགག་པར(784); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,89
པ་པོར་ཡང་འགྱུར། །གལ་ཏེ་བྱེད་པོར་མ་,གྱུར་པ ས,གྱུར་པ,གྱུར་པ,གྱུར་པ ས,། །ལས་སུ་མ་གྱུར་བྱེད་ན་ནི། །ལས་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); p གྱུར་པས(610), མ་གྱུར་པས(42), གྱུར་པས།_།(353); ཞོལ་: གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); d གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); n གྱུར་པས(610), མ་གྱུར་པས(42), གྱུར་པས།_།(353); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,93
དུ་ཐལ་བར་འགྱུར། །བྱེད་པ་པོར་གྱུར་མ་,གྱུར་པ ས,གྱུར་པ,གྱུར་པ,གྱུར་པ ས,། །གྱུར་མ་གྱུར་དེ་མི་བྱེད་དེ། །ཡིན་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); p གྱུར་པས(610), མ་གྱུར་པས(42), གྱུར་པས།_།(353); ཞོལ་: གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); d གྱུར་པ(3361), མ་གྱུར་པ(60), གྱུར་པ།_།(1728); n གྱུར་པས(610), མ་གྱུར་པས(42), གྱུར་པས།_།(353); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,96
འགྱུར། །བྱེད་པ་པོར་ནི་གྱུར་པ་དང་། །,བཅས་པ ས་,བཅས་པ་,བཅས་པ་,བཅས་པ ས་,ལས་ནི་མ་གྱུར་དང་། །གྱུར་མ་གྱུར་པ་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c བཅས་པ(1073), བཅས་པ་ལས(81); p བཅས་པས(145); ཞོལ་: བཅས་པ(1073), བཅས་པ་ལས(81); d བཅས་པ(1073), བཅས་པ་ལས(81); n བཅས་པས(145); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,98
ལས་སུ་གྱུར་དང་མ་གྱུར་པ། །མི་བྱེད་,འདི ར་,འདི་,འདི་,འདི ར་,ཡང་གཏན་ཚིགས་ནི། །གོང་དུ་བསྟན་པས་ཤེས་པར་,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c འདི(1651), འདི་ཡང(1992), བྱེད་འདི(85); p འདིར(338), འདིར་ཡང(288); ཞོལ་: འདི(1651), འདི་ཡང(1992), བྱེད་འདི(85); d འདི(1651), འདི་ཡང(1992), བྱེད་འདི(85); n འདིར(338), འདིར་ཡང(288); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,100
ལ་སོགས་པ་དང་། །ཚོར་བ་ལ་སོགས་ཉིད་,ཀྱིས་,ཀྱི་,ཀྱི་,ཀྱིས་,ནི། །སྔ་རོལ་དངོས་པོ་གང་གནས་པ། །,K,p,,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཀྱི(5256), ཀྱི་ནི(1448), ཉིད་ཀྱི(171), ཉིད་ཀྱི་ནི(118); p ཀྱིས(6156), ཀྱིས་ནི(2449), ཉིད་ཀྱིས(603), ཉིད་ཀྱིས་ནི(82), ཉིད་ཀྱིས་ནི།_།(81); ཞོལ་: ཀྱི(5256), ཀྱི་ནི(1448), ཉིད་ཀྱི(171), ཉིད་ཀྱི་ནི(118); d ཀྱི(5256), ཀྱི་ནི(1448), ཉིད་ཀྱི(171), ཉིད་ཀྱི་ནི(118); n ཀྱིས(6156), ཀྱིས་ནི(2449), ཉིད་ཀྱིས(603), ཉིད་ཀྱིས་ནི(82), ཉིད་ཀྱིས་ནི།_།(81); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,107
