Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
། ཞེས་བཟླས་སོ། །ཨོཾ་ཡོ་ག་ཤུདྡྷཿསརྦ་དྷརྨཱ་,#ཤུདྡྷོ་ སརྦ་ #དྷརྨ་,,,#ཤུདྡྷོ་ སརྦ་ #དྷརྨ་,ཡོ་ག་ཤུདྡྷོ྅ཧཾ་ཞེས་བརྗོད་ཡིད་རྣམ་པར་དག་པ་,K,,,,✓,,,,,p=n d 91.30%,p ; d (1), ཡོ(24), དྷརྨཱ(38); n ; ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,11
གཏོར་མ་གཏང་སྟེ། ཨོཾ་བཛྲ་ཡོ་གི་ནཱི་,ཀ་,,#ཀཱ་,ཀ་,མ་རུ་པ་ཡོ་གི་ནཱི། ཛྭ་ལ་མུ་,K,,,,✓,,,,,p=n d 91.30%,p ཀ(951), ཀ་མ(257); d ཀཱ(68), ཀཱ་མ(116); n ཀ(951), ཀ་མ(257); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,18
། ཛྭ་ལ་མུ་ཁི་ནི་ཁ་ཁ་ཁཱ་ཧི་,#ཁཱ་ #ཧི་,,,#ཁཱ་ #ཧི་,ཁཱ་ཧི་ཧཱུཾ་ཧཱུཾ་ཕཊ་ཕཊ་ཅེས་བརྗོད་ཅིང་རྐང་,K,,,,✓,,,,,p=n d 91.30%,p ཁཱ་ཧི(102), ཧི་ཁཱ་ཧི(87); d (1), ཧི(376), ཧཱུཾ(241); n ཁཱ་ཧི(102), ཧི་ཁཱ་ཧི(87); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,19
ཕག་མོའི་སྒྲུབ་ཐབས་རྗེ་བཙུན་ཀ་མ་ལ་ཤཱི་,#ཤྲཱིས་,,ལས་,#ཤྲཱིས་,མཛད་པ་རྫོགས་སོ།།,K,,,,✓,,,,,p=n d 91.30%,p ཤྲཱིས(1); d ལས(5885); n ཤྲཱིས(1); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,22
མཁའ་འགྲོ་མ་བཞིས་བསྟོད། སྔགས་འདིས་གཏོར་མ་,བཏང་,,གཏང་,བཏང་,སྟེ། ཨོཾ་བཛྲ་ཡོ་གི་ནཱི་ཀཱ་མ་རུ་,K,,,,,⟶,,,,p=n d 91.30%,p བཏང(4), མ་བཏང(886), བཏང་སྟེ(132); d གཏང(4), མ་གཏང(55); n བཏང(4), མ་བཏང(886), བཏང་སྟེ(132); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,17
བཟུང་བསོད་ནམས་ཀྱིས་ཚོགས་བསག་གོ། །དེ་ནས་,བྱིན་,,རིམ་,བྱིན་,གྱིས་སྣང་བ་འབྱུང་བ་ལ་བླ་མ་སྤྱི་བོར་,K,,,,,,≡,,,p=n d 91.30%,p བྱིན(409), བྱིན་གྱིས(134); d རིམ(78), རིམ་གྱིས(1049); n བྱིན(409), བྱིན་གྱིས(134); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,2
མ་སྤྱི་བོར་བསྒོམས་ལ། ཡི་གེ་གསུམ་གྱི་,གྱིས་ ཆང་,,སྔགས་ ཀྱིས་,གྱིས་ ཆང་,བྱིན་གྱིས་བརླབ་ཅིང་། ཨོཾ་བཾ། ཧཾ་ཡོཾ,K,,,,,,≡,,,p=n d 91.30%,p ; d སྔགས་ཀྱིས(97); n ; ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,3
ཝ་ཤུདྡྷོ྅ཧཾ་ཞེས་བརྗོད་པས་ལུས་རྣམ་པར་དག་པ་,,,ལྷ འི་,,གཞལ་ཡས་ཁང་ཆོས་འབྱུང་གི་དཀྱིལ་དུ་བསམ། ,K,,,,,,≡,,,p=n d 91.30%,p (1), གཞལ(11), དག་པ(6242); d ལྷའི(21), ལྷའི་གཞལ(80); n (1), གཞལ(11), དག་པ(6242); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,7
གཉིས་པ་གྲི་གུག་དང་ཐོད་པ་དང་ཁ་ཊྭཱཾ་,ག་,,གི་,ག་,འཛིན་པ། སྐུ་མདོག་དམར་བ་ལ་དུར་,K,,,,,,≡,,,p=n d 91.30%,p ག(330), ཊྭཱཾ་ག(45); d གི(1276); n ག(330), ཊྭཱཾ་ག(45); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,13
ཡེ་ཤེས་ཀྱི་ལྷ་མོ་དགུག་གཞུག་ལ་སོགས་པ་,བྱ,,བྱ འོ,བྱ,། །དེ་ཡང་རང་ཉིད་ལྟ་བུ་གཅིག་སྤྱན་དྲངས་,K,,,,,,≡,,,p=n d 91.30%,p བྱ(28822), བྱ།_།(22355); d བྱའོ(5432), བྱའོ།_།(51729); n བྱ(28822), བྱ།_།(22355); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,16
ཨོཾ་ཡོ་ག་ཤུདྡྷཿསརྦ་དྷརྨཱ་ཡོ་ག་ཤུདྡྷོ྅ཧཾ་ཞེས་,བརྗོད་པ ས་,,བརྗོད་,བརྗོད་པ ས་,ཡིད་རྣམ་པར་དག་པ་ལྷའི་སྐུ་ཞལ་གཅིག་ཕྱག་,K,,,,,,s,,,p=n d 91.30%,p བརྗོད་པས(146), ཞེས་བརྗོད་པས(109); d བརྗོད(1943), ཞེས་བརྗོད(172); n བརྗོད་པས(146), ཞེས་བརྗོད་པས(109); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,12
བརྒྱན་པ་ཞབས་གཡས་བསྐུམ་པ། གཡོན་བརྐྱང་བས་,བརྐྱང་བ ས་,,,བརྐྱང་བ ས་,དུས་མཚན་མ་མནན་པ། གར་དགུའི་ཉམས་ཀྱིས་,K,,,,,,s,,,p=n d 91.30%,p བརྐྱང་བས(66); d (1), ས(542), དུས(231); n བརྐྱང་བས(66); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,15
ཀ་མ་ལ་ཤཱི་ལས་མཛད་པ་རྫོགས་སོ།།,,,,,,K,,,,,,,[ ],,p=d=n 4.35%,p (1), །།(216); d (1), །།(216); n (1), །།(216); ,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲབ་ཐབས།,23
